"A_Midsummer_Nights_Dream" "fallushr" "shakespeare-alls-11" "shakespeare-as-12" "shakespeare-comedy-7" "shakespeare-loves-8" "shakespeare-merchant-5" "shakespeare-merry-15" "shakespeare-midsummer-16" "shakespeare-much-3"
"thee" 0.374400374400374 0 0.321543408360129 0.39135539418185 0.398919847796735 0.243055555555556 0.28628942071125 0.21831311138167 0.371423597005397 0.32707182320442
"am" 0.327600327600328 0.0137873983179374 0.309332899181896 0.321781101882854 0.349822020375598 0.238715277777778 0.33996868709461 0.323271338007473 0.324995647379723 0.340331491712707
"well" 0.181350181350181 0.110299186543499 0.529122064390085 0.330477888420229 0.171842395973978 0.260416666666667 0.348915231491836 0.373651286787858 0.179908304799489 0.318232044198895
"at" 0.228150228150228 0.551495932717496 0.272701371647198 0.247858416315172 0.484841045783724 0.269097222222222 0.295235965108477 0.352659641462698 0.226336254425164 0.247513812154696
"come" 0.345150345150345 0 0.191297977125646 0.295690742270731 0.29458696452682 0.186631944444444 0.28628942071125 0.524791133129015 0.342406128489351 0.32707182320442
"would" 0.234000234000234 0.0965117882255618 0.341894256990517 0.31308431534548 0.276175279243893 0.234375 0.322075598300157 0.319073008942441 0.232139748128373 0.388950276243094
"was" 0.175500175500175 1.11677926375293 0.390736293703447 0.360916641301039 0.263900822388609 0.334201388888889 0.210243793334824 0.15953650447122 0.17410481109628 0.225414364640884
"thy" 0.38025038025038 0 0.341894256990517 0.326129495151541 0.362096477230883 0.321180555555556 0.263923059718184 0.172131491666317 0.377227090708607 0.229834254143646
"which" 0.222300222300222 1.30980284020405 0.354104766168749 0.256555202852546 0.135019025408126 0.290798611111111 0.268396331916797 0.109156555690835 0.220532760721955 0.247513812154696
"o" 0.427050427050427 0 0.231999674386422 0.269600382658608 0.214802994967473 0.4296875 0.205770521136211 0.201519795121542 0.423655040334281 0.229834254143646
"or" 0.362700362700363 0.31711016131256 0.256420692742887 0.252206809583859 0.312998649809746 0.286458333333333 0.228136882129278 0.235106427641799 0.365620103302188 0.203314917127072
"now" 0.38025038025038 0.289535364676686 0.211648825756034 0.256555202852546 0.276175279243893 0.217013888888889 0.210243793334824 0.348461312397666 0.377227090708607 0.225414364640884
"here" 0.391950391950392 0.110299186543499 0.195368146851724 0.269600382658608 0.312998649809746 0.208333333333333 0.304182509505703 0.314874679877409 0.388834078115025 0.185635359116022
"man" 0.274950274950275 0.0275747966358748 0.162806789043103 0.352219854763665 0.349822020375598 0.190972222222222 0.246029970923731 0.230908098576766 0.272764204050839 0.45524861878453
"from" 0.345150345150345 0.523921136081621 0.288982050551508 0.191329303822238 0.417331533079661 0.1953125 0.304182509505703 0.117553213820899 0.342406128489351 0.123756906077348
"they" 0.198900198900199 0.068936991589687 0.260490862468965 0.282645562464669 0.190254081256904 0.3515625 0.192350704540371 0.293883034552248 0.197318785909117 0.358011049723757
"an" 0.204750204750205 0.592858127671308 0.240140013838577 0.18698091055355 0.214802994967473 0.299479166666667 0.232610154327891 0.214114782316638 0.203122279612327 0.358011049723757
"more" 0.292500292500293 0.31711016131256 0.28491188082543 0.352219854763665 0.196391309684546 0.1953125 0.28628942071125 0.172131491666317 0.290174685160467 0.159116022099448
"when" 0.351000351000351 0.124086584861437 0.256420692742887 0.243510023046484 0.220940223395115 0.264756944444444 0.250503243122344 0.130148201015996 0.34820962219256 0.260773480662983
"lord" 0.16965016965017 0 0.862875981928446 0.130451798060617 0.0490978274211366 0.243055555555556 0.205770521136211 0.0209916453251606 0.168301317393071 0.331491712707182
"mistress" 0.0351000351000351 0 0.0407016972607758 0.0695742922989955 0.171842395973978 0.0303819444444444 0.0402594497875196 1.66253830975272 0.034820962219256 0.00883977900552486
"there" 0.216450216450216 0.399834551220185 0.195368146851724 0.247858416315172 0.227077451822757 0.138888888888889 0.335495414895996 0.331667996137537 0.214729267018745 0.198895027624309
"then" 0.274950274950275 0.0551495932717496 0.146526110138793 0.286993955733357 0.251626365533325 0.316840277777778 0.28628942071125 0.15953650447122 0.272764204050839 0.229834254143646
"one" 0.251550251550252 0.206810974769061 0.227929504660344 0.200026090359612 0.202528538112189 0.321180555555556 0.214717065533438 0.209916453251606 0.249550229238001 0.256353591160221
"how" 0.210600210600211 0.0551495932717496 0.158736619317026 0.256555202852546 0.227077451822757 0.221354166666667 0.259449787519571 0.285486376422184 0.208925773315536 0.304972375690608
"our" 0.345150345150345 0.165448779815249 0.407016972607758 0.147845371135365 0.190254081256904 0.269097222222222 0.129724893759785 0.142743188211092 0.342406128489351 0.0972375690607735
"go" 0.210600210600211 0 0.142455940412715 0.23481323650911 0.282312507671536 0.0998263888888889 0.254976515320957 0.390444603047987 0.208925773315536 0.238674033149171
"hath" 0.210600210600211 0.0137873983179374 0.207578656029956 0.226116449971735 0.208665766539831 0.160590277777778 0.228136882129278 0.260296402031991 0.208925773315536 0.32707182320442
"let" 0.216450216450216 0.0275747966358748 0.191297977125646 0.165238944210114 0.202528538112189 0.169270833333333 0.29970923730709 0.285486376422184 0.214729267018745 0.278453038674033
"know" 0.14040014040014 0.0413621949538122 0.350034596442672 0.18698091055355 0.276175279243893 0.190972222222222 0.196823976738985 0.205718124186574 0.139283848877024 0.260773480662983
"had" 0.117000117000117 1.06162967048118 0.211648825756034 0.18698091055355 0.239351908678041 0.0868055555555556 0.183404160143145 0.19732146605651 0.116069874064187 0.203314917127072
"enter" 0.228150228150228 0 0.195368146851724 0.226116449971735 0.233214680250399 0.138888888888889 0.223663609930664 0.272891389227088 0.226336254425164 0.176795580110497
"say" 0.152100152100152 0.0551495932717496 0.25235052301681 0.191329303822238 0.202528538112189 0.203993055555556 0.196823976738985 0.222511440446702 0.150890836283443 0.238674033149171
"than" 0.193050193050193 0.151661381497311 0.183157637673491 0.31308431534548 0.104332883269915 0.143229166666667 0.281816148512637 0.13854485914606 0.191515292205908 0.229834254143646
"did" 0.216450216450216 0.110299186543499 0.142455940412715 0.230464843240423 0.337547563520314 0.230034722222222 0.223663609930664 0.0965615684957387 0.214729267018745 0.172375690607735
"page" 0.00585000585000585 0 0.0162806789043103 0.0347871461494978 0 0.0347222222222222 0.00447327219861329 1.5030018052815 0.00580349370320933 0
"upon" 0.16965016965017 0.813456500758307 0.207578656029956 0.195677697090925 0.165705167546336 0.0998263888888889 0.223663609930664 0.117553213820899 0.168301317393071 0.159116022099448
"were" 0.0994500994500994 0.344684957948435 0.219789165208189 0.200026090359612 0.208665766539831 0.243055555555556 0.156564526951465 0.146941517276124 0.0986593929545586 0.238674033149171
"like" 0.146250146250146 0.0413621949538122 0.146526110138793 0.360916641301039 0.128881796980484 0.190972222222222 0.152091254752852 0.184726478861413 0.145087342580233 0.216574585635359
"i^ll" 0.157950157950158 0 0.187227807399569 0.208722876896987 0.202528538112189 0.125868055555556 0.210243793334824 0.310676350812377 0.156694329986652 0.132596685082873
"see" 0.23985023985024 0.0551495932717496 0.154666449590948 0.165238944210114 0.214802994967473 0.169270833333333 0.201297248937598 0.193123136991477 0.237943241831583 0.150276243093923
"them" 0.157950157950158 0.0551495932717496 0.203508486303879 0.15654215767274 0.208665766539831 0.169270833333333 0.187877432341758 0.205718124186574 0.156694329986652 0.234254143646409
"may" 0.181350181350181 0.0551495932717496 0.187227807399569 0.147845371135365 0.141156253835768 0.190972222222222 0.165511071348692 0.163734833536253 0.179908304799489 0.243093922651934
"master" 0.0409500409500409 0.0413621949538122 0.0610525458911637 0.0826194721050572 0.282312507671536 0.112847222222222 0.143144710355625 0.730509257315588 0.0464279496256747 0.0530386740331492
"why" 0.128700128700129 0.0413621949538122 0.122105091782327 0.243510023046484 0.208665766539831 0.164930555555556 0.178930887944531 0.201519795121542 0.127676861470605 0.216574585635359
"their" 0.298350298350298 0.137873983179374 0.11803492205625 0.139148584597991 0.159567939118694 0.230034722222222 0.116305077163945 0.13854485914606 0.301781672566885 0.114917127071823
"make" 0.216450216450216 0.0275747966358748 0.199438316577801 0.143496977866678 0.153430710691052 0.169270833333333 0.152091254752852 0.167933162601285 0.214729267018745 0.159116022099448
"don" 0 0 0 0 0 0.494791666666667 0 0 0 0.954696132596685
"must" 0.257400257400257 0.068936991589687 0.191297977125646 0.165238944210114 0.0859211979869891 0.1171875 0.156564526951465 0.142743188211092 0.255353722941211 0.154696132596685
"should" 0.204750204750205 0.0965117882255618 0.142455940412715 0.152193764404053 0.0981956548422732 0.108506944444444 0.228136882129278 0.134346530081028 0.203122279612327 0.216574585635359
"some" 0.216450216450216 0.220598373086998 0.109894582604095 0.134800191329304 0.190254081256904 0.221354166666667 0.147617982554238 0.0923632394307066 0.214729267018745 0.150276243093923
"out" 0.157950157950158 0.0965117882255618 0.13431560096056 0.195677697090925 0.159567939118694 0.173611111111111 0.0984119883694923 0.188924807926445 0.156694329986652 0.176795580110497
"yet" 0.152100152100152 0.303322762994623 0.199438316577801 0.221768056703048 0.116607340125199 0.078125 0.156564526951465 0.130148201015996 0.150890836283443 0.150276243093923
"too" 0.111150111150111 0.068936991589687 0.170947128495258 0.121755011523242 0.14729348226341 0.256076388888889 0.134198165958399 0.151139846341156 0.110266380360977 0.190055248618785
"such" 0.14040014040014 0.0827243899076244 0.15059627986487 0.15654215767274 0.110470111697557 0.151909722222222 0.192350704540371 0.134346530081028 0.139283848877024 0.172375690607735
"us" 0.14040014040014 0.0965117882255618 0.154666449590948 0.152193764404053 0.239351908678041 0.164930555555556 0.134198165958399 0.113354884755867 0.139283848877024 0.141436464088398
"can" 0.187200187200187 0.0413621949538122 0.170947128495258 0.165238944210114 0.0736467411317049 0.134548611111111 0.125251621561172 0.109156555690835 0.185711798502699 0.176795580110497
"never" 0.210600210600211 0.0827243899076244 0.11803492205625 0.108709831717181 0.116607340125199 0.108506944444444 0.143144710355625 0.13854485914606 0.208925773315536 0.172375690607735
"give" 0.117000117000117 0.0137873983179374 0.158736619317026 0.147845371135365 0.110470111697557 0.125868055555556 0.219190337732051 0.15953650447122 0.116069874064187 0.132596685082873
"these" 0.181350181350181 0.137873983179374 0.0854735642476291 0.139148584597991 0.17797962440162 0.190972222222222 0.143144710355625 0.100759897560771 0.179908304799489 0.101657458563536
"rosalind" 0 0 0 1.19580814888899 0 0 0 0 0 0
"ford" 0 0 0 0 0 0 0 1.1503421638188 0 0
"sweet" 0.274950274950275 0.0275747966358748 0.0651227156172412 0.0913162586424316 0.0675095127040628 0.299479166666667 0.102885260568106 0.0545782778454175 0.272764204050839 0.0839779005524862
"much" 0.0643500643500644 0.124086584861437 0.109894582604095 0.147845371135365 0.104332883269915 0.173611111111111 0.214717065533438 0.0629749359754818 0.0638384307353027 0.234254143646409
"mine" 0.134550134550135 0 0.175017298221336 0.143496977866678 0.14729348226341 0.0998263888888889 0.111831804965332 0.155338175406188 0.133480355173815 0.14585635359116
"helena" 0.397800397800398 0 0.508771215759697 0 0 0 0 0 0.400441065521444 0
"take" 0.14040014040014 0 0.15059627986487 0.147845371135365 0.110470111697557 0.0954861111111111 0.192350704540371 0.121751542885931 0.139283848877024 0.110497237569061
"speak" 0.163800163800164 0.0275747966358748 0.175017298221336 0.121755011523242 0.0920584264146311 0.0868055555555556 0.111831804965332 0.130148201015996 0.162497823689861 0.141436464088398
"first" 0.0526500526500527 0.0965117882255618 0.480280027677154 0.108709831717181 0.079783969559347 0.0694444444444444 0.0670990829791993 0.0587766069104496 0.052231443328884 0.106077348066298
"tell" 0.0936000936000936 0.0275747966358748 0.0936139036997843 0.130451798060617 0.171842395973978 0.078125 0.134198165958399 0.184726478861413 0.0928558992513493 0.172375690607735
"fair" 0.187200187200187 0.0413621949538122 0.0732630550693964 0.108709831717181 0.079783969559347 0.247395833333333 0.156564526951465 0.0461816197153533 0.185711798502699 0.0707182320441989
"most" 0.122850122850123 0.068936991589687 0.166876958769181 0.15654215767274 0.079783969559347 0.225694444444444 0.0894654439722657 0.0377849615852891 0.121873367767396 0.106077348066298
"think" 0.0877500877500877 0.0137873983179374 0.158736619317026 0.113058224985868 0.14729348226341 0.0520833333333333 0.107358532766719 0.146941517276124 0.08705240554814 0.207734806629834
"where" 0.157950157950158 0.0413621949538122 0.15059627986487 0.0913162586424316 0.171842395973978 0.143229166666667 0.134198165958399 0.0755699231705781 0.156694329986652 0.0441988950276243
"syracuse" 0 0 0 0 1.42383699521296 0 0 0 0 0
"any" 0.0468000468000468 0.137873983179374 0.105824412878017 0.134800191329304 0.110470111697557 0.0520833333333333 0.116305077163945 0.151139846341156 0.0464279496256747 0.247513812154696
"duke" 0.0702000702000702 0 0.0976840734258619 0.426142540331348 0.251626365533325 0.0130208333333333 0.152091254752852 0.0209916453251606 0.0754454181417213 0
"pray" 0.0819000819000819 0 0.105824412878017 0.113058224985868 0.104332883269915 0.0434027777777778 0.187877432341758 0.201519795121542 0.0812489118449306 0.137016574585635
"doth" 0.181350181350181 0 0.0244210183564655 0.108709831717181 0.0981956548422732 0.186631944444444 0.174457615745918 0.0293883034552248 0.179908304799489 0.106077348066298
"exit" 0.187200187200187 0 0.122105091782327 0.0695742922989955 0.0920584264146311 0.078125 0.0849921717736524 0.188924807926445 0.185711798502699 0.0662983425414365
"dromio" 0 0 0 0 1.3563274825089 0 0 0 0 0
"tis" 0.0292500292500293 0 0.215718995482112 0.143496977866678 0.104332883269915 0.0824652777777778 0.0894654439722657 0.205718124186574 0.0290174685160467 0.0839779005524862
"antipholus" 0 0 0 0 1.34405302565361 0 0 0 0 0
"very" 0.0643500643500644 0.165448779815249 0.15059627986487 0.152193764404053 0.0613722842764208 0.0694444444444444 0.134198165958399 0.104958226625803 0.0638384307353027 0.141436464088398
"who" 0.0643500643500644 0.0827243899076244 0.0854735642476291 0.178284124016176 0.116607340125199 0.0954861111111111 0.187877432341758 0.0503799487803854 0.0638384307353027 0.137016574585635
"heart" 0.122850122850123 0.068936991589687 0.0610525458911637 0.134800191329304 0.0613722842764208 0.147569444444444 0.0849921717736524 0.0965615684957387 0.121873367767396 0.137016574585635
"exeunt" 0.0994500994500994 0 0.105824412878017 0.117406618254555 0.0859211979869891 0.0737847222222222 0.120778349362559 0.151139846341156 0.0986593929545586 0.123756906077348
"away" 0.134550134550135 0.068936991589687 0.11803492205625 0.0739226855676827 0.0859211979869891 0.1171875 0.0984119883694923 0.121751542885931 0.133480355173815 0.0707182320441989
"hear" 0.117000117000117 0.0413621949538122 0.0895437339737067 0.0608775057616211 0.0859211979869891 0.0954861111111111 0.111831804965332 0.0965615684957387 0.116069874064187 0.18121546961326
"demetrius" 0.579150579150579 0 0 0 0 0 0 0 0.586152864024143 0
"benedick" 0 0 0 0 0 0 0 0 0 0.879558011049724
"claudio" 0 0 0 0 0 0 0 0 0 0.875138121546961
"lysander" 0.573300573300573 0 0 0 0 0 0 0 0.580349370320933 0
"time" 0.0585000585000585 0.0551495932717496 0.122105091782327 0.182632517284863 0.17797962440162 0.078125 0.0805188995750391 0.0965615684957387 0.0580349370320933 0.0574585635359116
"biron" 0 0 0 0 0 0.842013888888889 0 0 0 0
"look" 0.163800163800164 0 0.0651227156172412 0.113058224985868 0.0613722842764208 0.0868055555555556 0.0984119883694923 0.0881649103656745 0.162497823689861 0.0883977900552486
"eyes" 0.23985023985024 0.068936991589687 0.0407016972607758 0.0826194721050572 0.0429605989934945 0.138888888888889 0.0894654439722657 0.0167933162601285 0.237943241831583 0.0486187845303867
"hermia" 0.544050544050544 0 0 0 0 0 0 0 0.557135395508096 0
"true" 0.146250146250146 0 0.0610525458911637 0.100013045179806 0.0429605989934945 0.121527777777778 0.0984119883694923 0.071371594105546 0.145087342580233 0.110497237569061
"up" 0.163800163800164 0.124086584861437 0.0814033945215515 0.0565291124929339 0.0736467411317049 0.0868055555555556 0.0536792663833594 0.0797682522356102 0.162497823689861 0.110497237569061
"nor" 0.117000117000117 0.0275747966358748 0.0691928853433188 0.104361438448493 0.116607340125199 0.0694444444444444 0.152091254752852 0.0377849615852891 0.116069874064187 0.106077348066298
"own" 0.0526500526500527 0.0551495932717496 0.154666449590948 0.126103404791929 0.079783969559347 0.0998263888888889 0.0894654439722657 0.0839665813006423 0.052231443328884 0.0839779005524862
"two" 0.111150111150111 0.0413621949538122 0.0895437339737067 0.0869678653737444 0.110470111697557 0.0564236111111111 0.116305077163945 0.109156555690835 0.110266380360977 0.0795580110497238
"falstaff" 0 0 0 0 0 0 0 0.768294218900877 0 0
"lady" 0.0585000585000585 0.0965117882255618 0.077333224795474 0.0217419663434361 0.0184116852829262 0.147569444444444 0.120778349362559 0.0167933162601285 0.0580349370320933 0.278453038674033
"into" 0.0526500526500527 0.220598373086998 0.0895437339737067 0.126103404791929 0.0429605989934945 0.0217013888888889 0.0715723551778126 0.130148201015996 0.052231443328884 0.14585635359116
"parolles" 0 0 0.720420041515731 0 0 0 0 0 0 0
"god" 0.0351000351000351 0 0.0814033945215515 0.100013045179806 0.0613722842764208 0.125868055555556 0.0715723551778126 0.0209916453251606 0.034820962219256 0.265193370165746
"house" 0.0585000585000585 0.234385771404936 0.0610525458911637 0.0608775057616211 0.153430710691052 0.0173611111111111 0.143144710355625 0.146941517276124 0.0580349370320933 0.0530386740331492
"king" 0.0234000234000234 0.0137873983179374 0.50470104603362 0.00434839326868722 0 0.143229166666667 0.0134198165958399 0.00419832906503212 0.034820962219256 0.00441988950276243
"old" 0.0351000351000351 0.0551495932717496 0.0732630550693964 0.152193764404053 0.0490978274211366 0.0868055555555556 0.111831804965332 0.125949871950964 0.034820962219256 0.0928176795580111
"cannot" 0.076050076050076 0 0.105824412878017 0.104361438448493 0.0613722842764208 0.0737847222222222 0.0894654439722657 0.100759897560771 0.0754454181417213 0.110497237569061
"night" 0.251550251550252 0.068936991589687 0.0407016972607758 0.0173935730747489 0.0306861421382104 0.0347222222222222 0.0984119883694923 0.0419832906503212 0.249550229238001 0.0972375690607735
"nothing" 0.076050076050076 0.0137873983179374 0.105824412878017 0.0565291124929339 0.0736467411317049 0.0868055555555556 0.102885260568106 0.0461816197153533 0.0754454181417213 0.167955801104972
"comes" 0.0994500994500994 0 0.0732630550693964 0.108709831717181 0.0859211979869891 0.0694444444444444 0.0984119883694923 0.0965615684957387 0.0986593929545586 0.0751381215469613
"ephesus" 0 0 0 0 1.03719160427151 0 0 0 0 0
"therefore" 0.111150111150111 0 0.0651227156172412 0.108709831717181 0.0859211979869891 0.112847222222222 0.138671438157012 0.00839665813006423 0.110266380360977 0.0751381215469613
"other" 0.0643500643500644 0.110299186543499 0.0976840734258619 0.0695742922989955 0.110470111697557 0.0737847222222222 0.102885260568106 0.0755699231705781 0.069641924438512 0.0839779005524862
"orlando" 0 0 0 0.713136496064704 0 0 0 0 0 0
"scene" 0.0643500643500644 0.0413621949538122 0.0976840734258619 0.108709831717181 0.0736467411317049 0.0520833333333333 0.093938716170879 0.104958226625803 0.069641924438512 0.0839779005524862
"great" 0.0468000468000468 0.0551495932717496 0.191297977125646 0.0521807192242466 0.0552350558487787 0.143229166666667 0.031312905390293 0.0797682522356102 0.0464279496256747 0.0707182320441989
"thus" 0.122850122850123 0.220598373086998 0.0325613578086206 0.0695742922989955 0.0920584264146311 0.108506944444444 0.0581525385819727 0.0377849615852891 0.121873367767396 0.0839779005524862
"before" 0.0585000585000585 0.151661381497311 0.109894582604095 0.0869678653737444 0.079783969559347 0.0607638888888889 0.107358532766719 0.0545782778454175 0.0580349370320933 0.0883977900552486
"been" 0.0234000234000234 0.330897559630498 0.0691928853433188 0.0956646519111188 0.0675095127040628 0.0737847222222222 0.0581525385819727 0.109156555690835 0.0232139748128373 0.101657458563536
"leonato" 0 0 0 0 0 0 0 0 0 0.711602209944751
"ay" 0.0643500643500644 0 0.0854735642476291 0.0826194721050572 0.104332883269915 0.0998263888888889 0.062625810780586 0.180528149796381 0.0638384307353027 0.00441988950276243
"beatrice" 0 0 0 0 0 0 0 0 0 0.707182320441989
"made" 0.0819000819000819 0.0827243899076244 0.0691928853433188 0.104361438448493 0.0920584264146311 0.0564236111111111 0.0760456273764259 0.0671732650405139 0.0812489118449306 0.0795580110497238
"art" 0.0936000936000936 0.0137873983179374 0.0732630550693964 0.121755011523242 0.135019025408126 0.0694444444444444 0.0492059941847461 0.0587766069104496 0.0928558992513493 0.0486187845303867
