"A_Midsummer_Nights_Dream" "fallushr" "shakespeare-alls-11" "shakespeare-as-12" "shakespeare-comedy-7" "shakespeare-loves-8" "shakespeare-merchant-5" "shakespeare-merry-15" "shakespeare-midsummer-16" "shakespeare-much-3"
"country" 0.00585000585000585 0.0275747966358748 0.0203508486303879 0.039135539418185 0 0.0130208333333333 0.00447327219861329 0.0125949871950964 0.00580349370320933 0
"drum" 0 0 0.0895437339737067 0 0 0.00434027777777778 0.00447327219861329 0 0 0.00441988950276243
"folly" 0.0117000117000117 0.0275747966358748 0.0122105091782327 0.0347871461494978 0 0.0173611111111111 0 0.0125949871950964 0.0116069874064187 0.00441988950276243
"hercules" 0.0117000117000117 0 0.00407016972607758 0.00434839326868722 0 0.0477430555555556 0.0134198165958399 0.00419832906503212 0.0116069874064187 0.0176795580110497
"honesty" 0 0 0.0407016972607758 0.0217419663434361 0.00613722842764208 0.00434027777777778 0 0.0209916453251606 0 0.0132596685082873
"is^t" 0.0175500175500175 0 0.0325613578086206 0.0130451798060617 0.00613722842764208 0.00434027777777778 0.0134198165958399 0 0.017410481109628 0.0132596685082873
"manner" 0.00585000585000585 0.068936991589687 0 0.0130451798060617 0 0.0390625 0.00447327219861329 0.0125949871950964 0.00580349370320933 0.00883977900552486
"mouth" 0.0117000117000117 0 0.0122105091782327 0.039135539418185 0 0.00434027777777778 0.00447327219861329 0.00839665813006423 0.0116069874064187 0.0220994475138122
"often" 0.0292500292500293 0 0.0122105091782327 0.0130451798060617 0.0184116852829262 0.00434027777777778 0.0134198165958399 0.00419832906503212 0.0290174685160467 0.00441988950276243
"prithee" 0 0 0.0203508486303879 0.0739226855676827 0.00613722842764208 0 0 0.00839665813006423 0 0
"prologue" 0.0643500643500644 0 0 0.00434839326868722 0 0.00434027777777778 0 0.00419832906503212 0.0638384307353027 0
"short" 0.0117000117000117 0.0137873983179374 0.0122105091782327 0.00434839326868722 0.00613722842764208 0.0260416666666667 0.00447327219861329 0.0167933162601285 0.0116069874064187 0.0176795580110497
"speed" 0.0175500175500175 0 0.0244210183564655 0.00434839326868722 0.00613722842764208 0.00868055555555556 0.0223663609930664 0.0125949871950964 0.017410481109628 0.00441988950276243
"stolen" 0.0468000468000468 0 0.00407016972607758 0 0.00613722842764208 0.00434027777777778 0.00894654439722657 0 0.0464279496256747 0.0176795580110497
"until" 0.0117000117000117 0.0137873983179374 0.0122105091782327 0 0.0184116852829262 0.0173611111111111 0.031312905390293 0 0.0116069874064187 0.0132596685082873
"watchman" 0 0 0 0 0 0 0 0 0 0.110497237569061
"yonder" 0.0234000234000234 0 0.00407016972607758 0.0173935730747489 0.0184116852829262 0.00434027777777778 0.00894654439722657 0.0209916453251606 0.0232139748128373 0.00441988950276243
"above" 0 0.0413621949538122 0.0122105091782327 0.00434839326868722 0.00613722842764208 0.0130208333333333 0.0268396331916797 0.0251899743901927 0 0.00441988950276243
"attendants" 0.0117000117000117 0 0.0203508486303879 0.0130451798060617 0.0184116852829262 0.0130208333333333 0.00894654439722657 0 0.017410481109628 0.0132596685082873
"become" 0 0 0.00407016972607758 0.0130451798060617 0.00613722842764208 0.00434027777777778 0.0357861775889063 0.0251899743901927 0 0.0176795580110497
"canst" 0.0117000117000117 0 0.0203508486303879 0.0217419663434361 0.00613722842764208 0.0130208333333333 0.0134198165958399 0.00419832906503212 0.0116069874064187 0.00883977900552486
"courtesy" 0.0234000234000234 0 0.00407016972607758 0.00869678653737444 0 0.0303819444444444 0.0178930887944531 0 0.0232139748128373 0.00883977900552486
"deserve" 0.0117000117000117 0 0.0122105091782327 0.00434839326868722 0 0.00868055555555556 0.0223663609930664 0.0125949871950964 0.0116069874064187 0.0265193370165746
"fancy" 0.00585000585000585 0.0827243899076244 0.0162806789043103 0.0130451798060617 0 0.00868055555555556 0.00894654439722657 0 0.00580349370320933 0.0220994475138122
"foolish" 0.0175500175500175 0 0.00814033945215516 0.0173935730747489 0.0184116852829262 0.0173611111111111 0.00894654439722657 0.0125949871950964 0.017410481109628 0
"francis" 0.00585000585000585 0 0.00407016972607758 0 0 0 0 0 0.00580349370320933 0.0928176795580111
"god^s" 0.00585000585000585 0 0.0122105091782327 0.00434839326868722 0.0306861421382104 0.00868055555555556 0.0178930887944531 0.00419832906503212 0.00580349370320933 0.0265193370165746
"morrow" 0.0117000117000117 0.0137873983179374 0.00407016972607758 0.0130451798060617 0 0.00434027777777778 0.00447327219861329 0.0209916453251606 0.0116069874064187 0.0353591160220995
"need" 0 0.0137873983179374 0.0325613578086206 0.00434839326868722 0.0122744568552842 0.00868055555555556 0.0134198165958399 0.0167933162601285 0 0.0132596685082873
"offer" 0.00585000585000585 0 0.00814033945215516 0.0217419663434361 0.0245489137105683 0.00434027777777778 0.031312905390293 0.00419832906503212 0.00580349370320933 0.00883977900552486
"office" 0 0 0.0244210183564655 0.00434839326868722 0.0184116852829262 0.00434027777777778 0.00447327219861329 0.0167933162601285 0 0.0353591160220995
"owe" 0.0117000117000117 0 0.0122105091782327 0.00869678653737444 0.0306861421382104 0.00868055555555556 0.0223663609930664 0 0.0116069874064187 0.0132596685082873
"pleasure" 0.0117000117000117 0 0.0366315275346982 0.00869678653737444 0 0.0173611111111111 0.00894654439722657 0.00419832906503212 0.0116069874064187 0.00883977900552486
"round" 0.0234000234000234 0.0413621949538122 0 0.0130451798060617 0.00613722842764208 0 0.00894654439722657 0.0167933162601285 0.0232139748128373 0.0132596685082873
"seems" 0.0234000234000234 0 0.0162806789043103 0.0130451798060617 0.0184116852829262 0.00434027777777778 0 0.00419832906503212 0.0232139748128373 0.0176795580110497
"silence" 0.0351000351000351 0.0275747966358748 0.00407016972607758 0.00434839326868722 0 0 0.0223663609930664 0.00419832906503212 0.034820962219256 0.00883977900552486
"speaks" 0.00585000585000585 0 0 0.0130451798060617 0.0122744568552842 0.0130208333333333 0.0134198165958399 0.0209916453251606 0.00580349370320933 0.0265193370165746
"sum" 0 0 0 0.00869678653737444 0.0490978274211366 0.0173611111111111 0.0402594497875196 0 0 0.00441988950276243
"try" 0.0117000117000117 0 0.0203508486303879 0.0260903596121233 0.0184116852829262 0 0.0134198165958399 0.00839665813006423 0.0116069874064187 0.00441988950276243
"twas" 0 0 0.028491188082543 0.0173935730747489 0 0.0217013888888889 0.00447327219861329 0.0125949871950964 0 0.0176795580110497
"virginity" 0.00585000585000585 0 0.077333224795474 0 0 0.00434027777777778 0 0.00419832906503212 0.00580349370320933 0.00441988950276243
"virtuous" 0.0117000117000117 0 0.028491188082543 0.0130451798060617 0.00613722842764208 0.00434027777777778 0.00447327219861329 0.00839665813006423 0.0116069874064187 0.0220994475138122
"whither" 0.0117000117000117 0.0137873983179374 0.0162806789043103 0.0304387528808105 0.00613722842764208 0.00434027777777778 0.00447327219861329 0.0167933162601285 0.0116069874064187 0.00441988950276243
"witness" 0 0 0.00814033945215516 0.00869678653737444 0.0552350558487787 0.00434027777777778 0.0134198165958399 0.00839665813006423 0 0.0220994475138122
"won" 0.0117000117000117 0 0.028491188082543 0.00434839326868722 0.00613722842764208 0.0173611111111111 0.0178930887944531 0.00419832906503212 0.0116069874064187 0.00883977900552486
"writ" 0.00585000585000585 0 0.0244210183564655 0.00434839326868722 0 0.0173611111111111 0.00894654439722657 0.00839665813006423 0.00580349370320933 0.030939226519337
"^paragraph" 0 0.31711016131256 0 0 0 0 0 0 0 0
"among" 0.0117000117000117 0.0275747966358748 0.0122105091782327 0.00434839326868722 0.00613722842764208 0.0130208333333333 0.0223663609930664 0.00839665813006423 0.0116069874064187 0.00883977900552486
"approach" 0.0292500292500293 0 0.00814033945215516 0.00869678653737444 0 0.0217013888888889 0.00894654439722657 0.00839665813006423 0.0290174685160467 0
"balthasar" 0 0 0 0 0 0 0.0223663609930664 0 0 0.0795580110497238
"bitter" 0.0234000234000234 0.0551495932717496 0.0122105091782327 0.0217419663434361 0 0.00868055555555556 0 0 0.0232139748128373 0.00441988950276243
"captain" 0.00585000585000585 0 0.0854735642476291 0 0 0 0 0 0.00580349370320933 0
"cheek" 0.0117000117000117 0 0.028491188082543 0.0217419663434361 0.0122744568552842 0.00868055555555556 0.00894654439722657 0 0.0116069874064187 0.00441988950276243
"cheer" 0.0175500175500175 0 0.00407016972607758 0.00869678653737444 0.0368233705658525 0 0.0178930887944531 0.00839665813006423 0.017410481109628 0.00883977900552486
"en" 0 0 0.0162806789043103 0.0260903596121233 0.0122744568552842 0 0.0178930887944531 0.0125949871950964 0 0.0176795580110497
"finger" 0.00585000585000585 0 0.0244210183564655 0.00434839326868722 0.0184116852829262 0.0130208333333333 0.0223663609930664 0.0125949871950964 0.00580349370320933 0
"gift" 0.00585000585000585 0 0.0203508486303879 0.00869678653737444 0 0.0173611111111111 0.0178930887944531 0.0125949871950964 0.00580349370320933 0.0132596685082873
"gracious" 0.0234000234000234 0 0.0162806789043103 0.00434839326868722 0.0184116852829262 0.0173611111111111 0.00894654439722657 0 0.0232139748128373 0.00441988950276243
"grief" 0 0.0137873983179374 0.0244210183564655 0.00869678653737444 0.0122744568552842 0.0130208333333333 0.00447327219861329 0 0 0.0353591160220995
"harm" 0.0351000351000351 0 0.00814033945215516 0.00434839326868722 0.0122744568552842 0.00868055555555556 0.00447327219861329 0 0.034820962219256 0.0132596685082873
"hide" 0.0234000234000234 0 0.00814033945215516 0.00869678653737444 0 0.0130208333333333 0 0.0125949871950964 0.0232139748128373 0.0220994475138122
"holds" 0.0234000234000234 0 0.0203508486303879 0.00434839326868722 0 0.0217013888888889 0.00894654439722657 0.00419832906503212 0.0232139748128373 0.00441988950276243
"judgment" 0.0117000117000117 0 0.0122105091782327 0.00869678653737444 0 0 0.0447327219861329 0.00419832906503212 0.0116069874064187 0.0132596685082873
"move" 0.0175500175500175 0.0137873983179374 0.0162806789043103 0.0130451798060617 0.0122744568552842 0.0217013888888889 0.00447327219861329 0 0.017410481109628 0.00441988950276243
"nym" 0 0 0 0 0 0 0 0.0965615684957387 0 0
"ourselves" 0 0 0.0447718669868533 0.00434839326868722 0.0245489137105683 0.0217013888888889 0 0.00839665813006423 0 0
"pains" 0.00585000585000585 0 0.0203508486303879 0.00434839326868722 0.00613722842764208 0 0.0178930887944531 0.00419832906503212 0.00580349370320933 0.0397790055248619
"peaseblossom" 0.0643500643500644 0 0 0 0 0 0 0 0.069641924438512 0
"perceive" 0.0234000234000234 0.0551495932717496 0.0122105091782327 0.00869678653737444 0.00613722842764208 0 0.00447327219861329 0.0125949871950964 0.0232139748128373 0.00441988950276243
"starveling" 0.0643500643500644 0 0 0 0 0 0 0 0.069641924438512 0
"usher" 0 0.31711016131256 0 0 0 0 0 0 0 0
"vain" 0.0117000117000117 0.0413621949538122 0.0122105091782327 0 0.0122744568552842 0.0477430555555556 0 0 0.0116069874064187 0
"vow" 0.0175500175500175 0 0.0203508486303879 0 0.0122744568552842 0.0347222222222222 0.00894654439722657 0 0.017410481109628 0
"want" 0.0117000117000117 0.0275747966358748 0.0122105091782327 0.00434839326868722 0.0245489137105683 0.0130208333333333 0 0.0251899743901927 0.0116069874064187 0
"wits" 0.00585000585000585 0 0 0.0130451798060617 0.0184116852829262 0.0434027777777778 0 0.0125949871950964 0.00580349370320933 0.00883977900552486
"although" 0.00585000585000585 0.124086584861437 0.00814033945215516 0.00869678653737444 0.00613722842764208 0.00868055555555556 0.00894654439722657 0 0.00580349370320933 0.00883977900552486
"base" 0.00585000585000585 0.0137873983179374 0.00814033945215516 0.00434839326868722 0 0.0434027777777778 0.00894654439722657 0.0125949871950964 0.00580349370320933 0.00441988950276243
"basket" 0 0 0 0 0 0 0.00447327219861329 0.0881649103656745 0 0
"beau" 0 0 0 0.0956646519111188 0 0 0 0 0 0
"excuse" 0.0175500175500175 0 0 0.0173935730747489 0.0184116852829262 0.0173611111111111 0.00894654439722657 0.00839665813006423 0.017410481109628 0.00441988950276243
"florence" 0 0 0.0854735642476291 0 0 0 0 0 0 0.00441988950276243
"grant" 0.0117000117000117 0 0.0162806789043103 0.00869678653737444 0.0184116852829262 0.0130208333333333 0.0223663609930664 0 0.0116069874064187 0.00441988950276243
"lend" 0 0 0.028491188082543 0 0 0.00868055555555556 0.0402594497875196 0.0125949871950964 0 0.00441988950276243
"liege" 0 0 0.0244210183564655 0.0173935730747489 0.0184116852829262 0.0347222222222222 0 0 0 0.00441988950276243
"loose" 0.0117000117000117 0 0.00407016972607758 0.00434839326868722 0.0184116852829262 0.0303819444444444 0.00447327219861329 0.0209916453251606 0.0116069874064187 0
"meaning" 0.00585000585000585 0.0137873983179374 0.0162806789043103 0.00869678653737444 0.0122744568552842 0.0130208333333333 0.0134198165958399 0.00839665813006423 0.00580349370320933 0.0132596685082873
"mock" 0.0234000234000234 0 0.00407016972607758 0.00869678653737444 0 0.0217013888888889 0.00447327219861329 0.00839665813006423 0.0232139748128373 0.0132596685082873
"mortal" 0.0234000234000234 0.0275747966358748 0.00814033945215516 0.00869678653737444 0.00613722842764208 0.0260416666666667 0 0 0.0232139748128373 0.00441988950276243
"protest" 0.00585000585000585 0 0.0122105091782327 0.00869678653737444 0.0122744568552842 0.0217013888888889 0.00447327219861329 0.0125949871950964 0.00580349370320933 0.0176795580110497
"remedy" 0.0234000234000234 0.0137873983179374 0.0162806789043103 0.0130451798060617 0 0 0 0.0167933162601285 0.0232139748128373 0.00883977900552486
"sea" 0.0175500175500175 0 0 0.00434839326868722 0.0306861421382104 0.00434027777777778 0.0268396331916797 0.00419832906503212 0.017410481109628 0.00883977900552486
"small" 0.0234000234000234 0.068936991589687 0 0.00869678653737444 0.0122744568552842 0.0130208333333333 0.00447327219861329 0.00419832906503212 0.0232139748128373 0
"street" 0 0 0.00814033945215516 0 0.0368233705658525 0.00434027777777778 0.0357861775889063 0.0167933162601285 0 0.00441988950276243
"tale" 0.0117000117000117 0.0137873983179374 0 0.00869678653737444 0.00613722842764208 0.00434027777777778 0.00447327219861329 0.0209916453251606 0.0116069874064187 0.030939226519337
"touch" 0.0117000117000117 0.0413621949538122 0.0122105091782327 0.00869678653737444 0.0184116852829262 0.0130208333333333 0.00894654439722657 0.00419832906503212 0.0116069874064187 0.00441988950276243
"ways" 0.00585000585000585 0 0.0203508486303879 0.0217419663434361 0 0.00434027777777778 0.0134198165958399 0.0251899743901927 0.00580349370320933 0
"wealth" 0 0 0.00814033945215516 0.00869678653737444 0.0245489137105683 0.00868055555555556 0.031312905390293 0.0167933162601285 0 0.00441988950276243
"ah" 0.0117000117000117 0.0137873983179374 0.00407016972607758 0.00434839326868722 0.0184116852829262 0.0217013888888889 0 0.0125949871950964 0.0116069874064187 0.0132596685082873
"attend" 0.0117000117000117 0 0.0162806789043103 0.0173935730747489 0.0184116852829262 0.00868055555555556 0.00894654439722657 0.00419832906503212 0.0116069874064187 0.00441988950276243
"beast" 0.0175500175500175 0 0 0.0130451798060617 0.0184116852829262 0.00434027777777778 0.00447327219861329 0.0209916453251606 0.017410481109628 0.00883977900552486
"beat" 0.00585000585000585 0 0.0162806789043103 0 0.0368233705658525 0.00434027777777778 0 0.0167933162601285 0.00580349370320933 0.0176795580110497
"book" 0.00585000585000585 0.0275747966358748 0 0.00434839326868722 0 0.0217013888888889 0.00447327219861329 0.0293883034552248 0.00580349370320933 0.0132596685082873
"broke" 0.0117000117000117 0 0.00407016972607758 0.0130451798060617 0.0184116852829262 0.0173611111111111 0 0.0125949871950964 0.0116069874064187 0.0132596685082873
"carry" 0.0117000117000117 0 0.0162806789043103 0 0 0.00868055555555556 0.00447327219861329 0.0377849615852891 0.0116069874064187 0.00441988950276243
"comedy" 0.0175500175500175 0 0 0 0.0736467411317049 0.00868055555555556 0 0.00419832906503212 0.017410481109628 0
"commend" 0.00585000585000585 0 0.0122105091782327 0.0130451798060617 0.00613722842764208 0.0173611111111111 0.0134198165958399 0.0167933162601285 0.00580349370320933 0.00441988950276243
"coz" 0 0 0 0.0434839326868722 0 0 0 0.0377849615852891 0 0.00883977900552486
"deceived" 0 0.0137873983179374 0.0203508486303879 0.00869678653737444 0 0.0130208333333333 0.0134198165958399 0.0167933162601285 0 0.0132596685082873
"deep" 0.0175500175500175 0.0275747966358748 0.00407016972607758 0.00869678653737444 0.0184116852829262 0.00868055555555556 0.00894654439722657 0.0125949871950964 0.017410481109628 0
"delight" 0.0234000234000234 0.0137873983179374 0 0.00434839326868722 0.0122744568552842 0.0173611111111111 0.00894654439722657 0.00419832906503212 0.0232139748128373 0.00883977900552486
"dies" 0.0175500175500175 0 0.00814033945215516 0.0130451798060617 0.0122744568552842 0.00434027777777778 0.0134198165958399 0 0.017410481109628 0.0176795580110497
"dote" 0.0292500292500293 0 0.00407016972607758 0 0.0184116852829262 0.00868055555555556 0.00447327219861329 0.00419832906503212 0.0290174685160467 0.0132596685082873
"double" 0.0234000234000234 0 0.00814033945215516 0 0.00613722842764208 0.0130208333333333 0.0134198165958399 0.00419832906503212 0.0232139748128373 0.0132596685082873
"flower" 0.0468000468000468 0 0.00407016972607758 0.00434839326868722 0 0.00868055555555556 0 0.00419832906503212 0.0464279496256747 0
"following" 0.0351000351000351 0 0.00407016972607758 0 0.00613722842764208 0.0217013888888889 0.00447327219861329 0.00419832906503212 0.034820962219256 0
"grows" 0.0175500175500175 0 0 0.0130451798060617 0.0184116852829262 0.0260416666666667 0.0134198165958399 0 0.017410481109628 0
"he^ll" 0.00585000585000585 0 0.0122105091782327 0.00869678653737444 0 0.0130208333333333 0 0.0293883034552248 0.00580349370320933 0.0176795580110497
"letters" 0 0 0.0366315275346982 0 0.00613722842764208 0.0130208333333333 0.00894654439722657 0.0167933162601285 0 0.00883977900552486
"lordship" 0.00585000585000585 0 0.0610525458911637 0 0 0 0.00447327219861329 0 0.00580349370320933 0.0132596685082873
"match" 0.00585000585000585 0 0.0162806789043103 0.0130451798060617 0.00613722842764208 0 0.00894654439722657 0.0167933162601285 0.00580349370320933 0.0220994475138122
"modesty" 0.0292500292500293 0 0.00814033945215516 0.00434839326868722 0.0122744568552842 0 0.00894654439722657 0.00839665813006423 0.0290174685160467 0.00883977900552486
"pinch" 0 0 0.00407016972607758 0 0.0675095127040628 0 0 0.0377849615852891 0 0
"point" 0.0117000117000117 0 0.028491188082543 0.00434839326868722 0 0.0130208333333333 0 0.0125949871950964 0.0116069874064187 0.0132596685082873
"pompey" 0 0 0 0 0 0.0911458333333333 0 0 0 0
"proceed" 0.0175500175500175 0 0.00814033945215516 0.0217419663434361 0.00613722842764208 0.0130208333333333 0.00894654439722657 0.00419832906503212 0.017410481109628 0.00441988950276243
"saying" 0.00585000585000585 0 0 0.0173935730747489 0.00613722842764208 0.0173611111111111 0.031312905390293 0 0.00580349370320933 0.0132596685082873
"silver" 0.0117000117000117 0.0551495932717496 0 0 0.00613722842764208 0.00434027777777778 0.0357861775889063 0.00419832906503212 0.0116069874064187 0.00883977900552486
"sleeping" 0.0468000468000468 0.0137873983179374 0 0.00869678653737444 0.00613722842764208 0 0 0 0.0464279496256747 0.00441988950276243
"sleeps" 0.0409500409500409 0 0.00407016972607758 0.00434839326868722 0.00613722842764208 0 0.0134198165958399 0 0.0406244559224653 0.00441988950276243
"soft" 0.00585000585000585 0 0.00407016972607758 0.00434839326868722 0.0245489137105683 0.0130208333333333 0.0268396331916797 0.00419832906503212 0.00580349370320933 0.0132596685082873
"sorrow" 0.00585000585000585 0.0275747966358748 0.0203508486303879 0.0130451798060617 0.00613722842764208 0.0173611111111111 0 0.00419832906503212 0.00580349370320933 0.0132596685082873
"stands" 0.0117000117000117 0.0137873983179374 0.0122105091782327 0.0130451798060617 0.0184116852829262 0.0173611111111111 0.00894654439722657 0.00419832906503212 0.0116069874064187 0
"thither" 0.00585000585000585 0 0.0162806789043103 0.0130451798060617 0.0122744568552842 0.0130208333333333 0.00447327219861329 0.0125949871950964 0.00580349370320933 0.0132596685082873
"tomb" 0.0351000351000351 0.0137873983179374 0.0122105091782327 0 0 0 0 0 0.034820962219256 0.0220994475138122
"valour" 0.0234000234000234 0 0.0203508486303879 0 0 0.0130208333333333 0 0.00419832906503212 0.0232139748128373 0.0176795580110497
"woman^s" 0 0 0.0162806789043103 0.0173935730747489 0.0122744568552842 0.0130208333333333 0.00447327219861329 0.0251899743901927 0 0.00441988950276243
"yield" 0.0175500175500175 0 0.00407016972607758 0.00869678653737444 0.0122744568552842 0.0130208333333333 0.0178930887944531 0.00419832906503212 0.017410481109628 0.00883977900552486
"ado" 0 0 0 0 0 0 0.00447327219861329 0.00419832906503212 0 0.0795580110497238
"argument" 0.00585000585000585 0 0.00814033945215516 0.0130451798060617 0 0.0303819444444444 0 0.00419832906503212 0.00580349370320933 0.0220994475138122
"bold" 0.0117000117000117 0 0.0162806789043103 0.00434839326868722 0 0.00868055555555556 0.0134198165958399 0.0209916453251606 0.0116069874064187 0.00441988950276243
"creature" 0.00585000585000585 0 0.0244210183564655 0.00434839326868722 0.0245489137105683 0 0.00894654439722657 0.0125949871950964 0.00580349370320933 0.00883977900552486
"cross" 0.0175500175500175 0 0 0.00869678653737444 0.0122744568552842 0.00868055555555556 0.00894654439722657 0.00419832906503212 0.017410481109628 0.0220994475138122
"duke^s" 0.00585000585000585 0 0.0244210183564655 0.0304387528808105 0.0122744568552842 0.00868055555555556 0 0 0.00580349370320933 0.00441988950276243
"form" 0.0117000117000117 0.0275747966358748 0 0 0.00613722842764208 0.0390625 0.00447327219861329 0.00419832906503212 0.0116069874064187 0.00883977900552486
"fortunes" 0.00585000585000585 0 0.0162806789043103 0.0260903596121233 0.00613722842764208 0.00434027777777778 0.0178930887944531 0.00419832906503212 0.00580349370320933 0.00441988950276243
"garter" 0.00585000585000585 0 0.00407016972607758 0 0 0 0 0.071371594105546 0.00580349370320933 0
"golden" 0.0117000117000117 0.0137873983179374 0 0.00434839326868722 0.0122744568552842 0.0130208333333333 0.031312905390293 0.00419832906503212 0.0116069874064187 0.00441988950276243
"hector" 0 0 0 0 0 0.0737847222222222 0 0.00839665813006423 0 0.00441988950276243
"hot" 0.00585000585000585 0 0 0.00869678653737444 0.0184116852829262 0.00868055555555556 0.00894654439722657 0.0251899743901927 0.00580349370320933 0.0132596685082873
"king^s" 0 0 0.0488420367129309 0 0 0.0303819444444444 0 0.00419832906503212 0 0
"maiden" 0.0234000234000234 0 0.0203508486303879 0 0 0.00868055555555556 0.00447327219861329 0 0.0232139748128373 0.0176795580110497
"majesty" 0 0 0.0488420367129309 0.00434839326868722 0 0.0260416666666667 0.00447327219861329 0 0 0
"manners" 0.0117000117000117 0 0.0162806789043103 0.0347871461494978 0.00613722842764208 0 0.00894654439722657 0.00419832906503212 0.0116069874064187 0
"mounsieur" 0.0585000585000585 0 0 0 0 0 0 0 0.0580349370320933 0
"offence" 0.00585000585000585 0 0.0162806789043103 0.00434839326868722 0.0122744568552842 0.00434027777777778 0.00447327219861329 0.00839665813006423 0.00580349370320933 0.030939226519337
"others" 0 0 0 0.00869678653737444 0.0245489137105683 0.00868055555555556 0.0178930887944531 0.00839665813006423 0 0.0265193370165746
"people" 0.00585000585000585 0.0137873983179374 0 0.0217419663434361 0.0184116852829262 0.00868055555555556 0.00894654439722657 0.0125949871950964 0.00580349370320933 0.00883977900552486
"peter" 0.0468000468000468 0 0 0 0 0 0 0.00419832906503212 0.0464279496256747 0.0132596685082873
"possible" 0.00585000585000585 0.0413621949538122 0.00814033945215516 0.0173935730747489 0 0 0.00447327219861329 0 0.00580349370320933 0.0353591160220995
"received" 0 0 0.0162806789043103 0 0.0245489137105683 0.0130208333333333 0.00447327219861329 0.0293883034552248 0 0.00441988950276243
"search" 0 0 0.0122105091782327 0.00869678653737444 0 0 0.0134198165958399 0.0503799487803854 0 0
"slave" 0 0.0137873983179374 0.0122105091782327 0.00434839326868722 0.0613722842764208 0.0130208333333333 0.00447327219861329 0 0 0.00441988950276243
"sort" 0.0292500292500293 0 0 0 0 0.00434027777777778 0.0134198165958399 0.00839665813006423 0.0290174685160467 0.0176795580110497
"stood" 0.0117000117000117 0.0275747966358748 0.0162806789043103 0.00869678653737444 0.0122744568552842 0 0.0178930887944531 0 0.0116069874064187 0.00883977900552486
"suffer" 0.00585000585000585 0 0.0203508486303879 0 0.0184116852829262 0.00868055555555556 0.00447327219861329 0.00839665813006423 0.00580349370320933 0.0220994475138122
"virgin" 0.0175500175500175 0 0.0244210183564655 0.00434839326868722 0 0.0173611111111111 0.00894654439722657 0 0.017410481109628 0.00441988950276243
"vows" 0.0292500292500293 0 0.0162806789043103 0.00869678653737444 0.00613722842764208 0.00868055555555556 0.00447327219861329 0 0.0290174685160467 0
"war" 0.0117000117000117 0 0.0447718669868533 0 0.0122744568552842 0.00868055555555556 0 0 0.0116069874064187 0.00441988950276243
"wont" 0.0234000234000234 0.0137873983179374 0 0.00434839326868722 0.0122744568552842 0.00434027777777778 0.0178930887944531 0.00419832906503212 0.0232139748128373 0.00883977900552486
"always" 0 0.0413621949538122 0.00814033945215516 0.00434839326868722 0.0122744568552842 0.00868055555555556 0.00447327219861329 0.0125949871950964 0 0.0220994475138122
"bad" 0 0 0.0122105091782327 0.00869678653737444 0.0122744568552842 0.00434027777777778 0.0134198165958399 0 0 0.0353591160220995
"bright" 0.0234000234000234 0 0.00814033945215516 0.00869678653737444 0 0.0173611111111111 0.00894654439722657 0.00419832906503212 0.0232139748128373 0
"calls" 0.0117000117000117 0 0.0122105091782327 0.0217419663434361 0.00613722842764208 0 0.0134198165958399 0.0125949871950964 0.0116069874064187 0
"colour" 0.00585000585000585 0 0.0162806789043103 0.0347871461494978 0 0.00868055555555556 0.00447327219861329 0.00419832906503212 0.00580349370320933 0.00441988950276243
"command" 0 0 0.0325613578086206 0.00434839326868722 0.0122744568552842 0.0130208333333333 0.00894654439722657 0.00839665813006423 0 0.00441988950276243
"course" 0.00585000585000585 0 0.0244210183564655 0 0.0184116852829262 0.00434027777777778 0.0134198165958399 0.00419832906503212 0.00580349370320933 0.0132596685082873
"deer" 0 0 0.00407016972607758 0.0217419663434361 0.00613722842764208 0.0303819444444444 0 0.0209916453251606 0 0
"discourse" 0.0234000234000234 0 0 0 0.0184116852829262 0.0130208333333333 0.00447327219861329 0.00419832906503212 0.0232139748128373 0.0132596685082873
"discretion" 0.0351000351000351 0 0 0.00434839326868722 0 0.00868055555555556 0.00447327219861329 0.00839665813006423 0.034820962219256 0.00441988950276243
"e" 0.0175500175500175 0 0.0244210183564655 0 0 0.0130208333333333 0.0178930887944531 0 0.017410481109628 0
"fail" 0.0117000117000117 0.0137873983179374 0.0122105091782327 0.00869678653737444 0 0 0.0268396331916797 0.00419832906503212 0.0116069874064187 0.00883977900552486
"feed" 0.00585000585000585 0 0.00407016972607758 0.039135539418185 0 0.00434027777777778 0.0223663609930664 0 0.00580349370320933 0.00441988950276243
"flourish" 0.00585000585000585 0 0.0366315275346982 0.00434839326868722 0 0.00868055555555556 0.0223663609930664 0 0.00580349370320933 0
"forward" 0.0117000117000117 0 0.00814033945215516 0.00869678653737444 0.00613722842764208 0.00868055555555556 0.00447327219861329 0.0125949871950964 0.0116069874064187 0.0176795580110497
"hearing" 0.0175500175500175 0 0.00814033945215516 0.00869678653737444 0 0.0130208333333333 0.0134198165958399 0.00839665813006423 0.017410481109628 0.00441988950276243
"heels" 0 0 0.00814033945215516 0.00869678653737444 0.0184116852829262 0 0.00894654439722657 0.0293883034552248 0 0.0132596685082873
"honourable" 0 0 0.0203508486303879 0.0130451798060617 0 0.00434027777777778 0.0134198165958399 0.00419832906503212 0 0.0265193370165746
"issue" 0.0117000117000117 0.0137873983179374 0.0122105091782327 0 0 0 0.00894654439722657 0.0167933162601285 0.0116069874064187 0.0220994475138122
"jealous" 0.0117000117000117 0 0 0.00869678653737444 0.0184116852829262 0 0.00447327219861329 0.0335866325202569 0.0116069874064187 0.00441988950276243
